text,question,answer,answer_start
"Lincoln is the capital city of Nebraska. The Nebraska State Capitol has a domed tower with observation decks. Built in 1930, the Sunken Gardens features themed gardens, sculptures and lily ponds. Up-close animal encounters and a zoo train are among the draws of the Lincoln Children�s Zoo. Sheldon Museum of Art, on the University of Nebraska campus, has a notable collection of American art and a sculpture garden.",Which state is the city in?,Nebraska,31
"Lincoln is the capital city of Nebraska. The Nebraska State Capitol has a domed tower with observation decks. Built in 1930, the Sunken Gardens features themed gardens, sculptures and lily ponds. Up-close animal encounters and a zoo train are among the draws of the Lincoln Children�s Zoo. Sheldon Museum of Art, on the University of Nebraska campus, has a notable collection of American art and a sculpture garden.",What are the famous museums in Lincoln?,"Sheldon Museum of Art, on the University of Nebraska campus, has a notable collection of American art and a sculpture garden.",290
"Lincoln is the capital city of Nebraska. The Nebraska State Capitol has a domed tower with observation decks. Built in 1930, the Sunken Gardens features themed gardens, sculptures and lily ponds. Up-close animal encounters and a zoo train are among the draws of the Lincoln Children�s Zoo. Sheldon Museum of Art, on the University of Nebraska campus, has a notable collection of American art and a sculpture garden.",What is the city?,Lincoln,0
"Lincoln is the capital city of Nebraska. The Nebraska State Capitol has a domed tower with observation decks. Built in 1930, the Sunken Gardens features themed gardens, sculptures and lily ponds. Up-close animal encounters and a zoo train are among the draws of the Lincoln Children�s Zoo. Sheldon Museum of Art, on the University of Nebraska campus, has a notable collection of American art and a sculpture garden.","What is the city known for?
"," The Nebraska State Capitol has a domed tower with observation decks. Built in 1930, the Sunken Gardens features themed gardens, sculptures and lily ponds.",40
"Jersey City is in northeastern New Jersey. Its eastern waterfront faces the Hudson River where it meets Upper New York Bay. Liberty State Park has panoramic views of the Manhattan skyline, the Statue of Liberty and Ellis Island, the former immigrant gateway. The park�s Liberty Science Center features interactive exhibits, live animals and an IMAX Dome theater. Bars and ethnic eateries line downtown�s Grove Street.",Which state is the city in?,New Jersey,31
"Jersey City is in northeastern New Jersey. Its eastern waterfront faces the Hudson River where it meets Upper New York Bay. Liberty State Park has panoramic views of the Manhattan skyline, the Statue of Liberty and Ellis Island, the former immigrant gateway. The park�s Liberty Science Center features interactive exhibits, live animals and an IMAX Dome theater. Bars and ethnic eateries line downtown�s Grove Street.","Where is the city located?
",n northeastern New Jersey,16
"Jersey City is in northeastern New Jersey. Its eastern waterfront faces the Hudson River where it meets Upper New York Bay. Liberty State Park has panoramic views of the Manhattan skyline, the Statue of Liberty and Ellis Island, the former immigrant gateway. The park�s Liberty Science Center features interactive exhibits, live animals and an IMAX Dome theater. Bars and ethnic eateries line downtown�s Grove Street.",What is the city?,Jersey City,0
"Jersey City is in northeastern New Jersey. Its eastern waterfront faces the Hudson River where it meets Upper New York Bay. Liberty State Park has panoramic views of the Manhattan skyline, the Statue of Liberty and Ellis Island, the former immigrant gateway. The park�s Liberty Science Center features interactive exhibits, live animals and an IMAX Dome theater. Bars and ethnic eateries line downtown�s Grove Street.","What is the city known for?
","Its eastern waterfront faces the Hudson River where it meets Upper New York Bay. Liberty State Park has panoramic views of the Manhattan skyline, the Statue of Liberty and Ellis Island, the former immigrant gateway. The park�s Liberty Science Center features interactive exhibits, live animals and an IMAX Dome theater. Bars and ethnic eateries line downtown�s Grove Street.",43
"Chula Vista is the second-largest city in the San Diego metropolitan area, the seventh largest city in Southern California, the fifteenth largest city in the state of California, and the 78th-largest city in the United States. The population was 275,487 as of the 2020 census, up from 243,916 as of the 2010 census.",Which state is the city in?,"California,",112
"Chula Vista is the second-largest city in the San Diego metropolitan area, the seventh largest city in Southern California, the fifteenth largest city in the state of California, and the 78th-largest city in the United States. The population was 275,487 as of the 2020 census, up from 243,916 as of the 2010 census.","Where is the city located?
","in the San Diego metropolitan area,",39
"Chula Vista is the second-largest city in the San Diego metropolitan area, the seventh largest city in Southern California, the fifteenth largest city in the state of California, and the 78th-largest city in the United States. The population was 275,487 as of the 2020 census, up from 243,916 as of the 2010 census.",What is the city?,Chula Vista ,0
"Chula Vista is the second-largest city in the San Diego metropolitan area, the seventh largest city in Southern California, the fifteenth largest city in the state of California, and the 78th-largest city in the United States. The population was 275,487 as of the 2020 census, up from 243,916 as of the 2010 census.","What is the city known for?
","the fifteenth largest city in the state of California, and the 78th-largest city in the United States.",124
"Laredo is a city on the Mexican border, in southern Texas. The Republic of the Rio Grande Museum chronicles the short-lived independent nation, with displays on local culture and history. Next to Los Dos Laredos Park, a bridge crosses the Rio Grande into Mexico. Lake Casa Blanca International State Park has trails and a fish-filled lake. The Imaginarium of South Texas is a children�s museum with hands-on exhibits.�",Which state is the city in?,Texas,52
"Laredo is a city on the Mexican border, in southern Texas. The Republic of the Rio Grande Museum chronicles the short-lived independent nation, with displays on local culture and history. Next to Los Dos Laredos Park, a bridge crosses the Rio Grande into Mexico. Lake Casa Blanca International State Park has trails and a fish-filled lake. The Imaginarium of South Texas is a children�s museum with hands-on exhibits.�","Where is the city located?
","a city on the Mexican border, in southern Texas",10
